,zipcode,income,state
1206,71854,710959,AR
1207,71855,7937,AR
1208,71857,86310,AR
1209,71858,21393,AR
1210,71859,5321,AR
1211,71860,36666,AR
1212,71861,40229,AR
1213,71862,10724,AR
1214,71865,2849,AR
1215,71866,11184,AR
1216,71901,596359,AR
1217,71909,543220,AR
1218,71913,1010953,AR
1219,71921,44382,AR
1220,71923,276017,AR
1221,71929,88208,AR
1222,71933,22215,AR
1223,71935,7075,AR
1224,71937,24100,AR
1225,71940,21829,AR
1226,71941,31023,AR
1227,71943,73363,AR
1228,71944,9586,AR
1229,71945,18149,AR
1230,71949,28770,AR
1231,71950,12335,AR
1232,71953,224952,AR
1233,71956,23804,AR
1234,71957,52253,AR
1235,71958,41920,AR
1236,71959,10181,AR
1237,71960,16876,AR
1238,71961,12170,AR
1239,71962,11253,AR
1240,71964,73072,AR
1241,71965,5364,AR
1242,71968,101156,AR
1243,71969,3748,AR
1244,71970,8179,AR
1245,71971,6532,AR
1246,71972,5977,AR
1247,71973,17173,AR
1248,72001,6232,AR
1249,72002,415634,AR
1250,72003,16208,AR
1251,72004,15615,AR
1252,72006,33411,AR
1253,72007,205355,AR
1254,72010,102129,AR
1255,72011,98139,AR
1256,72012,266562,AR
1257,72013,33209,AR
1258,72015,558486,AR
1259,72016,64165,AR
1260,72017,9465,AR
1261,72019,793214,AR
1262,72020,55028,AR
1263,72021,56523,AR
1264,72022,428754,AR
1265,72023,900993,AR
1266,72024,78061,AR
1267,72025,13013,AR
1268,72026,5323,AR
1269,72027,24640,AR
1270,72029,24281,AR
1271,72030,10216,AR
1272,72031,119775,AR
1273,72032,629404,AR
1274,72034,1222416,AR
1275,72036,7206,AR
1276,72039,37914,AR
1277,72040,44970,AR
1278,72041,23360,AR
1279,72042,96199,AR
1280,72044,17447,AR
1281,72045,23043,AR
1282,72046,75883,AR
1283,72047,18457,AR
1284,72051,7134,AR
1285,72055,16788,AR
1286,72057,20862,AR
1287,72058,406392,AR
1288,72060,9713,AR
1289,72061,9181,AR
1290,72063,28361,AR
1291,72064,47189,AR
1292,72065,121111,AR
1293,72067,50394,AR
1294,72068,6725,AR
1295,72069,18923,AR
1296,72070,26567,AR
1297,72072,7754,AR
1298,72073,19063,AR
1299,72076,634105,AR
1300,72079,13808,AR
1301,72080,9571,AR
1302,72081,115378,AR
1303,72082,17727,AR
1304,72083,5714,AR
1305,72084,17908,AR
1306,72086,208941,AR
1307,72087,32396,AR
1308,72088,43505,AR
1309,72101,57947,AR
1310,72102,44173,AR
1311,72103,232226,AR
1312,72104,373444,AR
1313,72106,113992,AR
1314,72107,3237,AR
1315,72110,221473,AR
1316,72111,26536,AR
1317,72112,148334,AR
1318,72113,835846,AR
1319,72114,116436,AR
1320,72116,738742,AR
1321,72117,193272,AR
1322,72118,383698,AR
1323,72120,943553,AR
1324,72121,45683,AR
1325,72122,43944,AR
1326,72123,3679,AR
1327,72125,12936,AR
1328,72126,67329,AR
1329,72127,42270,AR
1330,72128,15111,AR
1331,72129,28617,AR
1332,72130,6969,AR
1333,72131,86612,AR
1334,72132,73097,AR
1335,72134,7999,AR
1336,72135,123790,AR
1337,72136,31233,AR
1338,72137,40371,AR
1339,72140,5251,AR
1340,72141,5674,AR
1341,72142,68571,AR
1342,72143,711064,AR
1343,72150,300980,AR
1344,72152,6383,AR
1345,72153,33982,AR
1346,72156,11192,AR
1347,72157,26262,AR
1348,72160,250959,AR
1349,72166,3355,AR
1350,72167,29945,AR
1351,72168,4506,AR
1352,72173,211196,AR
1353,72175,4506,AR
1354,72176,169057,AR
1355,72179,7589,AR
1356,72181,6667,AR
1357,72201,71304,AR
1358,72202,282173,AR
1359,72204,411942,AR
1360,72205,666825,AR
1361,72206,358940,AR
1362,72207,848404,AR
1363,72209,342027,AR
1364,72210,389697,AR
1365,72211,832611,AR
1366,72212,810247,AR
1367,72223,1716447,AR
1368,72227,455979,AR
1369,72301,357617,AR
1370,72315,331510,AR
1371,72324,31761,AR
1372,72326,35292,AR
1373,72327,27646,AR
1374,72330,6996,AR
1375,72331,27826,AR
1376,72333,12131,AR
1377,72335,172004,AR
1378,72342,64112,AR
1379,72346,7604,AR
1380,72347,9822,AR
1381,72348,30688,AR
1382,72350,11757,AR
1383,72351,12446,AR
1384,72354,35121,AR
1385,72355,36604,AR
1386,72358,13266,AR
1387,72359,4358,AR
1388,72360,80330,AR
1389,72364,392021,AR
1390,72365,39583,AR
1391,72366,31681,AR
1392,72368,18892,AR
1393,72370,111126,AR
1394,72372,28936,AR
1395,72373,13130,AR
1396,72374,7822,AR
1397,72376,29178,AR
1398,72384,10155,AR
1399,72386,28399,AR
1400,72390,94209,AR
1401,72392,6920,AR
1402,72394,6602,AR
1403,72395,23759,AR
1404,72396,246596,AR
1405,72401,1056286,AR
1406,72404,871629,AR
1407,72410,5883,AR
1408,72411,34925,AR
1409,72412,9755,AR
1410,72413,7892,AR
1411,72414,8093,AR
1412,72415,25238,AR
1413,72416,99505,AR
1414,72417,90527,AR
1415,72419,23026,AR
1416,72421,6540,AR
1417,72422,76345,AR
1418,72425,5042,AR
1419,72429,6544,AR
1420,72430,5442,AR
1421,72432,97444,AR
1422,72433,32618,AR
1423,72434,31990,AR
1424,72435,6619,AR
1425,72436,16739,AR
1426,72437,56938,AR
1427,72438,38393,AR
1428,72440,5465,AR
1429,72442,88912,AR
1430,72443,44837,AR
1431,72444,22219,AR
1432,72447,34117,AR
1433,72450,710765,AR
1434,72454,80399,AR
1435,72455,217841,AR
1436,72456,6779,AR
1437,72457,4587,AR
1438,72458,9222,AR
1439,72459,14416,AR
1440,72460,10209,AR
1441,72461,59662,AR
1442,72462,4793,AR
1443,72466,19323,AR
1444,72467,8400,AR
1445,72469,14696,AR
1446,72470,4143,AR
1447,72471,12695,AR
1448,72472,135487,AR
1449,72473,40098,AR
1450,72476,113205,AR
1451,72478,4754,AR
1452,72479,26899,AR
1453,72482,11735,AR
1454,72501,500563,AR
1455,72512,27517,AR
1456,72513,42598,AR
1457,72517,4369,AR
1458,72519,38748,AR
1459,72521,72506,AR
1460,72522,6871,AR
1461,72523,12660,AR
1462,72524,6847,AR
1463,72526,5072,AR
1464,72527,9653,AR
1465,72529,61837,AR
1466,72530,29219,AR
1467,72531,11461,AR
1468,72532,21467,AR
1469,72533,3754,AR
1470,72534,20863,AR
1471,72536,6551,AR
1472,72537,13381,AR
1473,72538,5184,AR
1474,72539,6097,AR
1475,72542,50940,AR
1476,72543,258314,AR
1477,72544,10233,AR
1478,72550,14253,AR
1479,72554,35237,AR
1480,72556,64508,AR
1481,72560,134641,AR
1482,72561,13286,AR
1483,72562,34151,AR
1484,72564,6329,AR
1485,72565,9758,AR
1486,72566,9186,AR
1487,72567,3444,AR
1488,72568,25742,AR
1489,72569,5229,AR
1490,72571,7528,AR
1491,72573,4917,AR
1492,72576,55925,AR
1493,72577,9216,AR
1494,72579,25297,AR
1495,72581,20137,AR
1496,72583,22307,AR
1497,72584,6786,AR
1498,72601,537885,AR
1499,72611,28293,AR
1500,72616,180555,AR
1501,72619,32982,AR
1502,72623,10858,AR
1503,72624,6718,AR
1504,72626,21610,AR
1505,72628,8731,AR
1506,72629,6815,AR
1507,72631,88013,AR
1508,72632,90085,AR
1509,72633,24063,AR
1510,72634,79529,AR
1511,72635,60589,AR
1512,72638,108705,AR
1513,72639,4856,AR
1514,72640,4718,AR
1515,72641,33720,AR
1516,72642,36637,AR
1517,72644,35014,AR
1518,72645,19477,AR
1519,72648,9574,AR
1520,72650,52253,AR
1521,72651,19276,AR
1522,72653,595343,AR
1523,72655,4584,AR
1524,72658,27358,AR
1525,72660,6915,AR
1526,72661,9196,AR
1527,72662,53226,AR
1528,72663,3565,AR
1529,72666,3683,AR
1530,72668,7528,AR
1531,72672,3592,AR
1532,72675,17742,AR
1533,72677,6921,AR
1534,72679,7618,AR
1535,72680,9692,AR
1536,72682,9097,AR
1537,72683,3712,AR
1538,72685,18754,AR
1539,72687,86726,AR
1540,72701,982218,AR
1541,72703,1178688,AR
1542,72704,828934,AR
1543,72712,6017128,AR
1544,72714,415047,AR
1545,72715,528421,AR
1546,72717,12484,AR
1547,72718,179042,AR
1548,72719,387310,AR
1549,72721,6293,AR
1550,72722,49097,AR
1551,72727,110748,AR
1552,72729,4256,AR
1553,72730,240060,AR
1554,72732,112201,AR
1555,72734,156022,AR
1556,72736,155938,AR
1557,72738,51025,AR
1558,72739,11642,AR
1559,72740,166133,AR
1560,72742,8074,AR
1561,72744,86479,AR
1562,72745,325562,AR
1563,72751,165641,AR
1564,72752,3243,AR
1565,72753,215551,AR
1566,72756,935270,AR
1567,72758,1663083,AR
1568,72760,4319,AR
1569,72761,463657,AR
1570,72762,1149897,AR
1571,72764,1061148,AR
1572,72768,15673,AR
1573,72769,17735,AR
1574,72773,19324,AR
1575,72774,137019,AR
1576,72776,6962,AR
1577,72801,247600,AR
1578,72802,560722,AR
1579,72821,22410,AR
1580,72823,99555,AR
1581,72824,20826,AR
1582,72830,247195,AR
1583,72832,10846,AR
1584,72833,69872,AR
1585,72834,173955,AR
1586,72835,12978,AR
1587,72837,161489,AR
1588,72840,26082,AR
1589,72842,17744,AR
1590,72843,35401,AR
1591,72845,21677,AR
1592,72846,69198,AR
1593,72847,52821,AR
1594,72851,11863,AR
1595,72853,26961,AR
1596,72854,8503,AR
1597,72855,99990,AR
1598,72856,5095,AR
1599,72857,17408,AR
1600,72858,72848,AR
1601,72860,4810,AR
1602,72863,30398,AR
1603,72865,21657,AR
1604,72901,313834,AR
1605,72903,752719,AR
1606,72904,244535,AR
1607,72908,360401,AR
1608,72916,351470,AR
1609,72921,282443,AR
1610,72923,80691,AR
1611,72926,5909,AR
1612,72927,120623,AR
1613,72928,9888,AR
1614,72930,8386,AR
1615,72932,25496,AR
1616,72933,98549,AR
1617,72934,11379,AR
1618,72935,5463,AR
1619,72936,343238,AR
1620,72937,67956,AR
1621,72938,16760,AR
1622,72940,38979,AR
1623,72941,107887,AR
1624,72943,34905,AR
1625,72944,48094,AR
1626,72945,4876,AR
1627,72946,55739,AR
1628,72947,62325,AR
1629,72948,7067,AR
1630,72949,166072,AR
1631,72950,4362,AR
1632,72951,17168,AR
1633,72952,44619,AR
1634,72955,5977,AR
1635,72956,613346,AR
1636,72958,94370,AR
1637,72959,44983,AR
1638,99999,1778841,AR
1639,0,1451570523,CA
1640,90001,619635,CA
1641,90002,563172,CA
1642,90003,730810,CA
1643,90004,1995586,CA
1644,90005,807743,CA
1645,90006,685595,CA
1646,90007,382443,CA
1647,90008,791390,CA
1648,90010,533018,CA
1649,90011,1026864,CA
1650,90012,695466,CA
1651,90013,334702,CA
1652,90014,285454,CA
1653,90015,624512,CA
1654,90016,955111,CA
1655,90017,679732,CA
1656,90018,833073,CA
1657,90019,1570382,CA
1658,90020,1205218,CA
1659,90021,144916,CA
1660,90022,940697,CA
1661,90023,565031,CA
1662,90024,5508452,CA
1663,90025,5081001,CA
1664,90026,1715299,CA
1665,90027,2122920,CA
1666,90028,750675,CA
1667,90029,643743,CA
1668,90031,619376,CA
1669,90032,836509,CA
1670,90033,545234,CA
1671,90034,2241711,CA
1672,90035,1486030,CA
1673,90036,2159303,CA
1674,90037,664140,CA
1675,90038,611675,CA
1676,90039,1215534,CA
1677,90040,312793,CA
1678,90041,930322,CA
1679,90042,1412357,CA
1680,90043,1043243,CA
1681,90044,1078266,CA
1682,90045,2047195,CA
1683,90046,2747289,CA
1684,90047,946407,CA
1685,90048,1704586,CA
1686,90049,6518066,CA
1687,90056,459327,CA
1688,90057,464210,CA
1689,90058,150847,CA
1690,90059,491201,CA
1691,90061,363645,CA
1692,90062,475166,CA
1693,90063,720152,CA
1694,90064,4002209,CA
1695,90065,1283822,CA
1696,90066,2683991,CA
1697,90067,2814965,CA
1698,90068,1554347,CA
1699,90069,2228729,CA
1700,90071,373012,CA
1701,90077,1994436,CA
1702,90094,770510,CA
1703,90201,1232064,CA
1704,90210,5827835,CA
1705,90211,1539047,CA
1706,90212,2507078,CA
1707,90220,789884,CA
1708,90221,708963,CA
1709,90222,420119,CA
1710,90230,1520444,CA
1711,90232,829907,CA
1712,90240,814272,CA
1713,90241,1117218,CA
1714,90242,926031,CA
1715,90245,1110620,CA
1716,90247,990407,CA
1717,90248,346580,CA
1718,90249,648641,CA
1719,90250,2079428,CA
1720,90254,2135282,CA
1721,90255,964528,CA
1722,90260,693316,CA
1723,90262,942492,CA
1724,90265,1841564,CA
1725,90266,5269999,CA
1726,90270,342714,CA
1727,90272,5396427,CA
1728,90274,4117414,CA
1729,90275,3364660,CA
1730,90277,2491254,CA
1731,90278,2213591,CA
1732,90280,1497038,CA
1733,90290,487577,CA
1734,90291,2150784,CA
1735,90292,2161734,CA
1736,90293,856412,CA
1737,90301,599773,CA
1738,90302,572045,CA
1739,90303,430709,CA
1740,90304,381891,CA
1741,90305,447822,CA
1742,90401,1053216,CA
1743,90402,2728901,CA
1744,90403,2105328,CA
1745,90404,1190038,CA
1746,90405,2477361,CA
1747,90501,1280127,CA
1748,90502,542378,CA
1749,90503,2014239,CA
1750,90504,1112650,CA
1751,90505,1763199,CA
1752,90601,971299,CA
1753,90602,574838,CA
1754,90603,793978,CA
1755,90604,1000719,CA
1756,90605,1080483,CA
1757,90606,679465,CA
1758,90620,1346431,CA
1759,90621,854984,CA
1760,90623,602272,CA
1761,90630,1840833,CA
1762,90631,2129524,CA
1763,90638,1499538,CA
1764,90640,1365981,CA
1765,90650,2097892,CA
1766,90660,1272727,CA
1767,90670,473744,CA
1768,90680,590814,CA
1769,90701,373111,CA
1770,90703,2069719,CA
1771,90704,102393,CA
1772,90706,1579208,CA
1773,90710,652983,CA
1774,90712,1128120,CA
1775,90713,1055014,CA
1776,90715,489906,CA
1777,90716,196905,CA
1778,90717,631850,CA
1779,90720,1243113,CA
1780,90723,865534,CA
1781,90731,1490215,CA
1782,90732,925819,CA
1783,90740,1329939,CA
1784,90742,97911,CA
1785,90743,33717,CA
1786,90744,841249,CA
1787,90745,1411474,CA
1788,90746,817420,CA
1789,90755,423373,CA
1790,90802,1161549,CA
1791,90803,2204168,CA
1792,90804,783569,CA
1793,90805,1547043,CA
1794,90806,755683,CA
1795,90807,1317123,CA
1796,90808,1741976,CA
1797,90810,706700,CA
1798,90813,657077,CA
1799,90814,792440,CA
1800,90815,1711949,CA
1801,91001,1734853,CA
1802,91006,1670296,CA
1803,91007,1343850,CA
1804,91008,89541,CA
1805,91010,693881,CA
1806,91011,2780233,CA
1807,91016,1382893,CA
1808,91020,244594,CA
1809,91024,689376,CA
1810,91030,1624972,CA
1811,91040,714116,CA
1812,91042,729715,CA
1813,91046,12476,CA
1814,91101,858731,CA
1815,91103,1003555,CA
1816,91104,1279851,CA
1817,91105,1511839,CA
1818,91106,1509933,CA
1819,91107,1766887,CA
1820,91108,2180147,CA
1821,91201,625526,CA
1822,91202,953277,CA
1823,91203,442190,CA
1824,91204,315129,CA
1825,91205,717916,CA
1826,91206,1136611,CA
1827,91207,643783,CA
1828,91208,970521,CA
1829,91210,33701,CA
1830,91214,1380555,CA
1831,91301,1763878,CA
1832,91302,4006959,CA
1833,91303,533942,CA
1834,91304,1429447,CA
1835,91306,1055868,CA
1836,91307,1219264,CA
1837,91311,1694366,CA
1838,91316,1863071,CA
1839,91320,2382779,CA
1840,91321,987493,CA
1841,91324,945847,CA
1842,91325,1091368,CA
1843,91326,1853012,CA
1844,91331,1560468,CA
1845,91335,1547738,CA
1846,91340,575075,CA
1847,91342,1979085,CA
1848,91343,1276084,CA
1849,91344,1879004,CA
1850,91345,431493,CA
1851,91350,1574033,CA
1852,91351,915546,CA
1853,91352,944991,CA
1854,91354,1500724,CA
1855,91355,1497131,CA
1856,91356,1766932,CA
1857,91360,1839467,CA
1858,91361,2446373,CA
1859,91362,3074464,CA
1860,91364,2264723,CA
1861,91367,2399225,CA
1862,91377,931733,CA
1863,91381,1201687,CA
1864,91384,828485,CA
1865,91387,1503277,CA
1866,91390,854370,CA
1867,91401,1149959,CA
1868,91402,1005779,CA
1869,91403,2364153,CA
1870,91405,888400,CA
1871,91406,1228220,CA
1872,91411,591759,CA
1873,91423,2140484,CA
1874,91436,4245957,CA
1875,91501,744679,CA
1876,91502,308485,CA
1877,91504,989620,CA
1878,91505,1426197,CA
1879,91506,789107,CA
1880,91601,980300,CA
1881,91602,1126667,CA
1882,91604,2293818,CA
1883,91605,943567,CA
1884,91606,835602,CA
1885,91607,1229383,CA
1886,91701,1380341,CA
1887,91702,1245212,CA
1888,91706,1280625,CA
1889,91708,319583,CA
1890,91709,3126449,CA
1891,91710,2067133,CA
1892,91711,1711491,CA
1893,91722,861939,CA
1894,91723,474249,CA
1895,91724,868778,CA
1896,91730,1744811,CA
1897,91731,461272,CA
1898,91732,899179,CA
1899,91733,609682,CA
1900,91737,1056950,CA
1901,91739,1824101,CA
1902,91740,787440,CA
1903,91741,1310259,CA
1904,91744,1424730,CA
1905,91745,1690655,CA
1906,91746,596790,CA
1907,91748,1230666,CA
1908,91750,1499706,CA
1909,91752,797655,CA
1910,91754,985563,CA
1911,91755,645956,CA
1912,91759,17447,CA
1913,91761,1365036,CA
1914,91762,1143755,CA
1915,91763,701737,CA
1916,91764,932072,CA
1917,91765,1872859,CA
1918,91766,1214277,CA
1919,91767,917099,CA
1920,91768,525888,CA
1921,91770,1163739,CA
1922,91773,1324101,CA
1923,91775,910651,CA
1924,91776,809276,CA
1925,91780,1047906,CA
1926,91784,1440574,CA
1927,91786,1228721,CA
1928,91789,1842131,CA
1929,91790,1073059,CA
1930,91791,1116505,CA
1931,91792,707712,CA
1932,91801,1350722,CA
1933,91803,745537,CA
1934,91901,685206,CA
1935,91902,746201,CA
1936,91905,31408,CA
1937,91906,72069,CA
1938,91910,1993842,CA
1939,91911,1770140,CA
1940,91913,1564210,CA
1941,91914,738475,CA
1942,91915,980324,CA
1943,91916,71446,CA
1944,91917,19233,CA
1945,91931,8921,CA
1946,91932,537452,CA
1947,91934,10207,CA
1948,91935,413645,CA
1949,91941,1306346,CA
1950,91942,1178818,CA
1951,91945,589794,CA
1952,91950,977420,CA
1953,91962,71824,CA
1954,91963,19936,CA
1955,91977,1374528,CA
1956,91978,268571,CA
1957,91980,28558,CA
1958,92003,264591,CA
1959,92004,75086,CA
1960,92007,969653,CA
1961,92008,1360147,CA
1962,92009,2923505,CA
1963,92010,757988,CA
1964,92011,1433170,CA
1965,92014,1781119,CA
1966,92019,1536524,CA
1967,92020,1440916,CA
1968,92021,1550724,CA
1969,92024,3482840,CA
1970,92025,1230883,CA
1971,92026,1543681,CA
1972,92027,1339038,CA
1973,92028,1526506,CA
1974,92029,985749,CA
1975,92036,98964,CA
1976,92037,4379883,CA
1977,92040,1301011,CA
1978,92054,1032315,CA
1979,92055,91203,CA
1980,92056,1685647,CA
1981,92057,1619213,CA
1982,92058,749937,CA
1983,92059,74837,CA
1984,92060,7215,CA
1985,92061,127792,CA
1986,92064,2595078,CA
1987,92065,1285736,CA
1988,92066,8469,CA
1989,92067,3221879,CA
1990,92069,1328940,CA
1991,92070,27825,CA
1992,92071,1719879,CA
1993,92075,1154620,CA
1994,92078,1843324,CA
1995,92081,975345,CA
1996,92082,714177,CA
1997,92083,757352,CA
1998,92084,1310284,CA
1999,92086,24247,CA
2000,92091,206503,CA
2001,92101,2102391,CA
2002,92102,821654,CA
2003,92103,1867531,CA
2004,92104,1519270,CA
2005,92105,979186,CA
2006,92106,1229059,CA
2007,92107,1321194,CA
2008,92108,938962,CA
2009,92109,2118957,CA
2010,92110,998997,CA
2011,92111,1319009,CA
2012,92113,631691,CA
2013,92114,1347043,CA
2014,92115,1334797,CA
2015,92116,1272794,CA
2016,92117,1860703,CA
2017,92118,1095960,CA
2018,92119,933513,CA
2019,92120,1277363,CA
2020,92121,406861,CA
2021,92122,1780610,CA
2022,92123,1000979,CA
2023,92124,1097995,CA
2024,92126,2409740,CA
2025,92127,3030707,CA
2026,92128,2395598,CA
2027,92129,2487423,CA
2028,92130,4915637,CA
2029,92131,2360577,CA
2030,92135,9252,CA
2031,92139,804186,CA
2032,92154,1839822,CA
2033,92173,704946,CA
2034,92201,1026745,CA
2035,92203,854888,CA
2036,92210,595135,CA
2037,92211,968792,CA
2038,92220,672700,CA
2039,92223,1468115,CA
2040,92225,241379,CA
2041,92227,518548,CA
2042,92230,32162,CA
2043,92231,723622,CA
2044,92233,56365,CA
2045,92234,935029,CA
2046,92236,539106,CA
2047,92240,492017,CA
2048,92241,97166,CA
2049,92242,12443,CA
2050,92243,860003,CA
2051,92249,115854,CA
2052,92250,163521,CA
2053,92251,494815,CA
2054,92252,141777,CA
2055,92253,1422575,CA
2056,92254,155036,CA
2057,92256,66250,CA
2058,92257,14597,CA
2059,92258,8064,CA
2060,92259,3922,CA
2061,92260,1022091,CA
2062,92262,814167,CA
2063,92264,694490,CA
2064,92268,16369,CA
2065,92270,1023773,CA
2066,92273,21203,CA
2067,92274,196482,CA
2068,92275,12414,CA
2069,92276,124527,CA
2070,92277,357612,CA
2071,92278,24200,CA
2072,92281,29870,CA
2073,92282,15191,CA
2074,92283,28068,CA
2075,92284,423425,CA
2076,92285,21879,CA
2077,92301,400656,CA
2078,92305,17041,CA
2079,92307,895742,CA
2080,92308,834363,CA
2081,92309,8178,CA
2082,92310,120415,CA
2083,92311,477250,CA
2084,92313,338167,CA
2085,92314,185196,CA
2086,92315,190007,CA
2087,92316,501122,CA
2088,92320,250578,CA
2089,92321,31990,CA
2090,92322,12046,CA
2091,92324,1004951,CA
2092,92325,239022,CA
2093,92327,6695,CA
2094,92328,7641,CA
2095,92333,14332,CA
2096,92335,1371575,CA
2097,92336,2407213,CA
2098,92337,796411,CA
2099,92339,31691,CA
2100,92341,7775,CA
2101,92342,168440,CA
2102,92344,490611,CA
2103,92345,1291501,CA
2104,92346,1559262,CA
2105,92347,8964,CA
2106,92352,173025,CA
2107,92354,722761,CA
2108,92356,68625,CA
2109,92358,18542,CA
2110,92359,196806,CA
2111,92363,72970,CA
2112,92365,26911,CA
2113,92368,10728,CA
2114,92371,175150,CA
2115,92372,107053,CA
2116,92373,1596432,CA
2117,92374,1138825,CA
2118,92376,1265107,CA
2119,92377,534245,CA
2120,92378,18307,CA
2121,92382,141818,CA
2122,92385,14028,CA
2123,92386,36358,CA
2124,92391,46001,CA
2125,92392,985265,CA
2126,92394,499270,CA
2127,92395,706128,CA
2128,92397,177164,CA
2129,92398,24190,CA
2130,92399,1523157,CA
2131,92401,16715,CA
2132,92404,885842,CA
2133,92405,408949,CA
2134,92407,1190353,CA
2135,92408,191371,CA
2136,92410,510133,CA
2137,92411,296288,CA
2138,92501,400540,CA
2139,92503,1972085,CA
2140,92504,1240198,CA
2141,92505,951600,CA
2142,92506,1899786,CA
2143,92507,961603,CA
2144,92508,1164870,CA
2145,92509,1395405,CA
2146,92518,44044,CA
2147,92530,1013812,CA
2148,92532,659775,CA
2149,92536,76817,CA
2150,92539,67267,CA
2151,92543,435787,CA
2152,92544,869025,CA
2153,92545,740288,CA
2154,92548,93662,CA
2155,92549,116161,CA
2156,92551,526208,CA
2157,92553,1055132,CA
2158,92555,943319,CA
2159,92557,1069021,CA
2160,92561,44321,CA
2161,92562,2120065,CA
2162,92563,1845309,CA
2163,92567,183152,CA
2164,92570,813175,CA
2165,92571,890817,CA
2166,92582,324769,CA
2167,92583,430663,CA
2168,92584,1296867,CA
2169,92585,511724,CA
2170,92586,426596,CA
2171,92587,538148,CA
2172,92590,222106,CA
2173,92591,1260232,CA
2174,92592,2769169,CA
2175,92595,827682,CA
2176,92596,771652,CA
2177,92602,1400053,CA
2178,92603,2181747,CA
2179,92604,1166091,CA
2180,92606,967514,CA
2181,92610,615525,CA
2182,92612,1494446,CA
2183,92614,1274122,CA
2184,92617,392983,CA
2185,92618,2283133,CA
2186,92620,2742443,CA
2187,92624,355253,CA
2188,92625,2697438,CA
2189,92626,2118970,CA
2190,92627,1980979,CA
2191,92629,1852357,CA
2192,92630,2540957,CA
2193,92637,591680,CA
2194,92646,2672847,CA
2195,92647,2007528,CA
2196,92648,2824084,CA
2197,92649,2169798,CA
2198,92651,3645008,CA
2199,92653,1813590,CA
2200,92655,139049,CA
2201,92656,2542508,CA
2202,92657,2860992,CA
2203,92660,4939407,CA
2204,92661,451311,CA
2205,92662,337978,CA
2206,92663,1955849,CA
2207,92672,2000228,CA
2208,92673,2242345,CA
2209,92675,2172841,CA
2210,92676,113768,CA
2211,92677,4030586,CA
2212,92678,24813,CA
2213,92679,2850311,CA
2214,92683,2121105,CA
2215,92688,2003751,CA
2216,92691,1978225,CA
2217,92692,2676168,CA
2218,92694,2027274,CA
2219,92701,731003,CA
2220,92703,905403,CA
2221,92704,1587768,CA
2222,92705,2566982,CA
2223,92706,885791,CA
2224,92707,1113422,CA
2225,92708,2166423,CA
2226,92780,1552986,CA
2227,92782,1673402,CA
2228,92801,1141680,CA
2229,92802,780623,CA
2230,92804,1658103,CA
2231,92805,1350134,CA
2232,92806,963786,CA
2233,92807,1925355,CA
2234,92808,1157926,CA
2235,92821,1567999,CA
2236,92823,268954,CA
2237,92831,1105974,CA
2238,92832,592383,CA
2239,92833,1562018,CA
2240,92835,1371370,CA
